#Gene stable ID	Transcript stable ID	Gene name
YIR030C	YIR030C_mRNA	DCG1
YGL103W	YGL103W_mRNA	RPL28
IRT1	IRT1_ncRNA	IRT1
YML037C	YML037C_mRNA	
YGR124W	YGR124W_mRNA	ASN2
YGR294W	YGR294W_mRNA	PAU12
YBR291C	YBR291C_mRNA	CTP1
YOL032W	YOL032W_mRNA	OPI10
YPL222W	YPL222W_mRNA	FMP40
YIL059C	YIL059C_mRNA	
YMR219W	YMR219W_mRNA	ESC1
YPL153C	YPL153C_mRNA	RAD53
YKL175W	YKL175W_mRNA	ZRT3
YOR313C	YOR313C_mRNA	SPS4
YMR070W	YMR070W_mRNA	MOT3
YDR525W	YDR525W_mRNA	API2
YDR074W	YDR074W_mRNA	TPS2
tM(CAU)C	tM(CAU)C_tRNA	
YGL259W	YGL259W_mRNA	YPS5
YML009C	YML009C_mRNA	MRPL39
YBR045C	YBR045C_mRNA	GIP1
YLR120W-A	YLR120W-A_mRNA	
YPL134C	YPL134C_mRNA	ODC1
YDL035C	YDL035C_mRNA	GPR1
YBR036C	YBR036C_mRNA	CSG2
YER016W	YER016W_mRNA	BIM1
YLR229C	YLR229C_mRNA	CDC42
YMR151W	YMR151W_mRNA	YIM2
YML053C	YML053C_mRNA	
YJR052W	YJR052W_mRNA	RAD7
YGR027C	YGR027C_mRNA	RPS25A
YPL093W	YPL093W_mRNA	NOG1
YHL018W	YHL018W_mRNA	
YMR196W	YMR196W_mRNA	
YMR116C	YMR116C_mRNA	ASC1
YDR449C	YDR449C_mRNA	UTP6
YML093W	YML093W_mRNA	UTP14
YIL151C	YIL151C_mRNA	ESL1
YDR491C	YDR491C_mRNA	
YGR120C	YGR120C_mRNA	COG2
YPR023C	YPR023C_mRNA	EAF3
tP(UGG)L	tP(UGG)L_tRNA	
YLR277C	YLR277C_mRNA	YSH1
YJR075W	YJR075W_mRNA	HOC1
YGL093W	YGL093W_mRNA	SPC105
YGR168C	YGR168C_mRNA	
YAL034C	YAL034C_mRNA	FUN19
YOR090C	YOR090C_mRNA	PTC5
YDR463W	YDR463W_mRNA	STP1
YBR276C	YBR276C_mRNA	PPS1
tQ(CUG)M	tQ(CUG)M_tRNA	CDC65
YJR154W	YJR154W_mRNA	
YLR316C	YLR316C_mRNA	TAD3
YFR057W	YFR057W_mRNA	
YGL001C	YGL001C_mRNA	ERG26
YML009C-A	YML009C-A_mRNA	YML009C-A
YLR459W	YLR459W_mRNA	GAB1
tL(UAG)L1	tL(UAG)L1_tRNA	
YFL015W-A	YFL015W-A_mRNA	
YKR098C	YKR098C_mRNA	UBP11
YIL062C	YIL062C_mRNA	ARC15
YER006C-A	YER006C-A_mRNA	
YML057C-A	YML057C-A_mRNA	YML057C-A
YNL168C	YNL168C_mRNA	FMP41
tT(UAG)Q2	tT(UAG)Q2_tRNA	
YML003W	YML003W_mRNA	
YDL064W	YDL064W_mRNA	UBC9
YOL129W	YOL129W_mRNA	VPS68
YOR037W	YOR037W_mRNA	CYC2
YOR280C	YOR280C_mRNA	FSH3
YBR236C	YBR236C_mRNA	ABD1
YAR023C	YAR023C_mRNA	
YIL134C-A	YIL134C-A_mRNA	
YOR189W	YOR189W_mRNA	IES4
YDR190C	YDR190C_mRNA	RVB1
YGL112C	YGL112C_mRNA	TAF6
YMR006C	YMR006C_mRNA	PLB2
YML094W	YML094W_mRNA	GIM5
YKR051W	YKR051W_mRNA	
YGR033C	YGR033C_mRNA	TIM21
YGL190C	YGL190C_mRNA	CDC55
YHR009C	YHR009C_mRNA	TDA3
YDL231C	YDL231C_mRNA	BRE4
YHR123W	YHR123W_mRNA	EPT1
YDR124W	YDR124W_mRNA	
YGL246C	YGL246C_mRNA	RAI1
YMR198W	YMR198W_mRNA	CIK1
YML108W	YML108W_mRNA	
YIL160C	YIL160C_mRNA	POT1
YMR158W-B	YMR158W-B_mRNA	YMR158W-B
YLR379W	YLR379W_mRNA	
YBL100W-C	YBL100W-C_mRNA	YBL100W-C
YDR145W	YDR145W_mRNA	TAF12
YDL061C	YDL061C_mRNA	RPS29B
YML019W	YML019W_mRNA	OST6
YCR001W	YCR001W_mRNA	
YKL032C	YKL032C_mRNA	IXR1
YLR263W	YLR263W_mRNA	RED1
YPL256C	YPL256C_mRNA	CLN2
YPL099C	YPL099C_mRNA	
YMR176W	YMR176W_mRNA	ECM5
YGR114C	YGR114C_mRNA	
YDL040C	YDL040C_mRNA	NAT1
YHR052W	YHR052W_mRNA	CIC1
YGR128C	YGR128C_mRNA	UTP8
YDR312W	YDR312W_mRNA	SSF2
YLR102C	YLR102C_mRNA	APC9
YKL010C	YKL010C_mRNA	UFD4
YNL158W	YNL158W_mRNA	PGA1
YBL006W-A	YBL006W-A_mRNA	
YDR162C	YDR162C_mRNA	NBP2
YDL101C	YDL101C_mRNA	DUN1
YML081C-A	YML081C-A_mRNA	ATP18
YAL061W	YAL061W_mRNA	BDH2
YKR041W	YKR041W_mRNA	
YHR091C	YHR091C_mRNA	MSR1
YCL010C	YCL010C_mRNA	SGF29
YLR275W	YLR275W_mRNA	SMD2
tS(AGA)A	tS(AGA)A_tRNA	
YDR336W	YDR336W_mRNA	MRX8
YMR002W	YMR002W_mRNA	MIX17
YIL096C	YIL096C_mRNA	BMT5
YER062C	YER062C_mRNA	
YKL090W	YKL090W_mRNA	CUE2
YGR059W	YGR059W_mRNA	SPR3
YNL322C	YNL322C_mRNA	KRE1
YJR149W	YJR149W_mRNA	
YJR157W	YJR157W_mRNA	
YOR063W	YOR063W_mRNA	RPL3
YLR091W	YLR091W_mRNA	GEP5
YEL050C	YEL050C_mRNA	RML2
tL(GAG)G	tL(GAG)G_tRNA	
YPL064C	YPL064C_mRNA	CWC27
YPL101W	YPL101W_mRNA	ELP4
YPL247C	YPL247C_mRNA	
YNL337W	YNL337W_mRNA	
YMR276W	YMR276W_mRNA	DSK2
YMR301C	YMR301C_mRNA	ATM1
YDR103W	YDR103W_mRNA	STE5
YGL208W	YGL208W_mRNA	SIP2
YPR066W	YPR066W_mRNA	UBA3
YNL286W	YNL286W_mRNA	CUS2
YDR488C	YDR488C_mRNA	PAC11
snR34	snR34_snoRNA	SNR34
YFL048C	YFL048C_mRNA	EMP47
YJL027C	YJL027C_mRNA	
YBR141W-A	YBR141W-A_mRNA	
tG(GCC)P1	tG(GCC)P1_tRNA	
YFR053C	YFR053C_mRNA	HXK1
YGR132C	YGR132C_mRNA	PHB1
YPR093C	YPR093C_mRNA	ASR1
tS(AGA)D2	tS(AGA)D2_tRNA	
YGL092W	YGL092W_mRNA	NUP145
YPL037C	YPL037C_mRNA	EGD1
YOR310C	YOR310C_mRNA	NOP58
YBL031W	YBL031W_mRNA	SHE1
YMR063W	YMR063W_mRNA	RIM9
YGL178W	YGL178W_mRNA	MPT5
YKL033W-A	YKL033W-A_mRNA	
YGR296C-A	YGR296C-A_mRNA	
YLR084C	YLR084C_mRNA	RAX2
YHR036W	YHR036W_mRNA	BRL1
YKL176C	YKL176C_mRNA	LST4
YMR229C	YMR229C_mRNA	RRP5
YOR238W	YOR238W_mRNA	
YOR367W	YOR367W_mRNA	SCP1
YOR297C	YOR297C_mRNA	TIM18
YJL014W	YJL014W_mRNA	CCT3
YPR165W	YPR165W_mRNA	RHO1
YDR009W	YDR009W_mRNA	GAL3
YIL164C	YIL164C_mRNA	NIT1
YLR435W	YLR435W_mRNA	TSR2
YLR112W	YLR112W_mRNA	
YNL147W	YNL147W_mRNA	LSM7
YOR176W	YOR176W_mRNA	HEM15
YPL177C	YPL177C_mRNA	CUP9
YJL203W	YJL203W_mRNA	PRP21
YDR034C	YDR034C_mRNA	LYS14
YFL036W	YFL036W_mRNA	RPO41
YHR217C	YHR217C_mRNA	
YJL174W	YJL174W_mRNA	KRE9
YDR329C	YDR329C_mRNA	PEX3
tW(UCA)Q	tW(UCA)Q_tRNA	
YDL229W	YDL229W_mRNA	SSB1
YKR029C	YKR029C_mRNA	SET3
YDR285W	YDR285W_mRNA	ZIP1
YAL021C	YAL021C_mRNA	CCR4
YPL157W	YPL157W_mRNA	TGS1
YGL163C	YGL163C_mRNA	RAD54
YJR035W	YJR035W_mRNA	RAD26
YPL194W	YPL194W_mRNA	DDC1
tG(GCC)F1	tG(GCC)F1_tRNA	SUF20
tE(UUC)E1	tE(UUC)E1_tRNA	
YBR196C	YBR196C_mRNA	PGI1
YOR183W	YOR183W_mRNA	FYV12
YDL025W-A	YDL025W-A_mRNA	
YMR071C	YMR071C_mRNA	TVP18
YPL119C-A	YPL119C-A_mRNA	
YOR236W	YOR236W_mRNA	DFR1
YDL203C	YDL203C_mRNA	ACK1
YDL084W	YDL084W_mRNA	SUB2
YLR361C-A	YLR361C-A_mRNA	
YOR042W	YOR042W_mRNA	CUE5
YBL051C	YBL051C_mRNA	PIN4
YIL142C-A	YIL142C-A_mRNA	
YLR447C	YLR447C_mRNA	VMA6
YER019C-A	YER019C-A_mRNA	SBH2
YML004C	YML004C_mRNA	GLO1
YDR468C	YDR468C_mRNA	TLG1
YAL002W	YAL002W_mRNA	VPS8
YLR412W	YLR412W_mRNA	BER1
YOR246C	YOR246C_mRNA	ENV9
YKL184W	YKL184W_mRNA	SPE1
YOR073W-A	YOR073W-A_mRNA	
YML046W	YML046W_mRNA	PRP39
YNL283C	YNL283C_mRNA	WSC2
YBR006W	YBR006W_mRNA	UGA2
YLR018C	YLR018C_mRNA	POM34
YLR344W	YLR344W_mRNA	RPL26A
YPR047W	YPR047W_mRNA	MSF1
YDR472W	YDR472W_mRNA	TRS31
YDL030W	YDL030W_mRNA	PRP9
YGL209W	YGL209W_mRNA	MIG2
Q0092	Q0092_mRNA	Q0092
YOR056C	YOR056C_mRNA	NOB1
YJR090C	YJR090C_mRNA	GRR1
YKL019W	YKL019W_mRNA	RAM2
YML043C	YML043C_mRNA	RRN11
YOL075C	YOL075C_mRNA	
YDR107C	YDR107C_mRNA	TMN2
YHR156C	YHR156C_mRNA	LIN1
YPL252C	YPL252C_mRNA	YAH1
YOR383C	YOR383C_mRNA	FIT3
YKR039W	YKR039W_mRNA	GAP1
YOR263C	YOR263C_mRNA	
YOR101W	YOR101W_mRNA	RAS1
YHR077C	YHR077C_mRNA	NMD2
tS(GCU)F	tS(GCU)F_tRNA	
YGR123C	YGR123C_mRNA	PPT1
YNL202W	YNL202W_mRNA	SPS19
YCL023C	YCL023C_mRNA	
YNL064C	YNL064C_mRNA	YDJ1
YER121W	YER121W_mRNA	
YOL141W	YOL141W_mRNA	PPM2
YDL127W	YDL127W_mRNA	PCL2
YDR237W	YDR237W_mRNA	MRPL7
YER101C	YER101C_mRNA	AST2
YHR144C	YHR144C_mRNA	DCD1
YBR102C	YBR102C_mRNA	EXO84
YNL197C	YNL197C_mRNA	WHI3
YIL032C	YIL032C_mRNA	
YGR013W	YGR013W_mRNA	SNU71
YOR125C	YOR125C_mRNA	CAT5
YOR022C	YOR022C_mRNA	DDL1
YKR043C	YKR043C_mRNA	SHB17
YGR051C	YGR051C_mRNA	
tF(GAA)Q	tF(GAA)Q_tRNA	
YJR062C	YJR062C_mRNA	NTA1
YLR240W	YLR240W_mRNA	VPS34
YDR321W	YDR321W_mRNA	ASP1
YGL191W	YGL191W_mRNA	COX13
YDR195W	YDR195W_mRNA	REF2
YDR360W	YDR360W_mRNA	OPI7
YNL181W	YNL181W_mRNA	PBR1
YOR071C	YOR071C_mRNA	NRT1
tT(AGU)C	tT(AGU)C_tRNA	
YGR192C	YGR192C_mRNA	TDH3
YHR012W	YHR012W_mRNA	VPS29
YLR408C	YLR408C_mRNA	BLS1
YHR037W	YHR037W_mRNA	PUT2
YER044C-A	YER044C-A_mRNA	MEI4
YPR116W	YPR116W_mRNA	RRG8
YBL075C	YBL075C_mRNA	SSA3
SCR1	SCR1_ncRNA	SCR1
YKL055C	YKL055C_mRNA	OAR1
YHR218W-A	YHR218W-A_mRNA	
YGL036W	YGL036W_mRNA	
YOR011W	YOR011W_mRNA	AUS1
YML119W	YML119W_mRNA	
RDN5-4	RDN5-4_rRNA	RDN5-4
YKL144C	YKL144C_mRNA	RPC25
YPR043W	YPR043W_mRNA	RPL43A
YJL025W	YJL025W_mRNA	RRN7
YPL023C	YPL023C_mRNA	MET12
YLR291C	YLR291C_mRNA	GCD7
YPL281C	YPL281C_mRNA	ERR2
YOL164W	YOL164W_mRNA	BDS1
YGR256W	YGR256W_mRNA	GND2
YHR068W	YHR068W_mRNA	DYS1
YPL241C	YPL241C_mRNA	CIN2
YDL168W	YDL168W_mRNA	SFA1
YPL190C	YPL190C_mRNA	NAB3
YKL160W	YKL160W_mRNA	ELF1
YLR390W	YLR390W_mRNA	ECM19
YKL011C	YKL011C_mRNA	CCE1
YPL113C	YPL113C_mRNA	
YGR063C	YGR063C_mRNA	SPT4
YDR300C	YDR300C_mRNA	PRO1
YJR116W	YJR116W_mRNA	TDA4
YLR157W-E	YLR157W-E_mRNA	YLR157W-E
YDL085W	YDL085W_mRNA	NDE2
YMR322C	YMR322C_mRNA	SNO4
YLR140W	YLR140W_mRNA	
YLR450W	YLR450W_mRNA	HMG2
YLR331C	YLR331C_mRNA	JIP3
YGR169C	YGR169C_mRNA	PUS6
YPL029W	YPL029W_mRNA	SUV3
YJL147C	YJL147C_mRNA	MRX5
YBR188C	YBR188C_mRNA	NTC20
YBR012C	YBR012C_mRNA	
YLR021W	YLR021W_mRNA	IRC25
tS(UGA)P	tS(UGA)P_tRNA	SUP16
YJL180C	YJL180C_mRNA	ATP12
YIL174W	YIL174W	
YDR524W-C	YDR524W-C_mRNA	YDR524W-C
YOR149C	YOR149C_mRNA	SMP3
YJL039C	YJL039C_mRNA	NUP192
YKL142W	YKL142W_mRNA	MRP8
snR32	snR32_snoRNA	SNR32
snR77	snR77_snoRNA	SNR77
YMR311C	YMR311C_mRNA	GLC8
YBL024W	YBL024W_mRNA	NCL1
tX(XXX)D	tX(XXX)D_tRNA	
YMR124W	YMR124W_mRNA	EPO1
YJL112W	YJL112W_mRNA	MDV1
YDL016C	YDL016C_mRNA	
YBR107C	YBR107C_mRNA	IML3
YDL156W	YDL156W_mRNA	CMR1
YJL068C	YJL068C_mRNA	
YDL228C	YDL228C_mRNA	
tE(UUC)K	tE(UUC)K_tRNA	
tA(AGC)G	tA(AGC)G_tRNA	
YDL239C	YDL239C_mRNA	ADY3
YCR087C-A	YCR087C-A_mRNA	
YOR172W	YOR172W_mRNA	YRM1
YBR103W	YBR103W_mRNA	SIF2
YLR394W	YLR394W_mRNA	CST9
YOL143C	YOL143C_mRNA	RIB4
tL(UAA)Q	tL(UAA)Q_tRNA	
YFL041W	YFL041W_mRNA	FET5
YAL059C-A	YAL059C-A_mRNA	
YBL072C	YBL072C_mRNA	RPS8A
YGL132W	YGL132W_mRNA	
YDR309C	YDR309C_mRNA	GIC2
YER067W	YER067W_mRNA	RGI1
YOR049C	YOR049C_mRNA	RSB1
YJR033C	YJR033C_mRNA	RAV1
YBR282W	YBR282W_mRNA	MRPL27
YKL167C	YKL167C_mRNA	MRP49
YCL022C	YCL022C_mRNA	
YCR018C	YCR018C_mRNA	SRD1
YLR156C-A	YLR156C-A_mRNA	
YBR288C	YBR288C_mRNA	APM3
YOL131W	YOL131W_mRNA	
YPR137W	YPR137W_mRNA	RRP9
YLR203C	YLR203C_mRNA	MSS51
YPL219W	YPL219W_mRNA	PCL8
YBL113C	YBL113C_mRNA	
YMR230W-A	YMR230W-A_mRNA	
YNL252C	YNL252C_mRNA	MRPL17
YDR171W	YDR171W_mRNA	HSP42
YDR364C	YDR364C_mRNA	CDC40
YMR250W	YMR250W_mRNA	GAD1
YJR010C-A	YJR010C-A_mRNA	SPC1
YDL177C	YDL177C_mRNA	
YCL048W-A	YCL048W-A_mRNA	
YKL218C	YKL218C_mRNA	SRY1
YPL222C-A	YPL222C-A_mRNA	
YCL031C	YCL031C_mRNA	RRP7
YLR384C	YLR384C_mRNA	IKI3
YNL108C	YNL108C_mRNA	YNL108C
YNL276C	YNL276C_mRNA	
YPR132W	YPR132W_mRNA	RPS23B
YOR141C	YOR141C_mRNA	ARP8
YER104W	YER104W_mRNA	RTT105
YGR282C	YGR282C_mRNA	BGL2
YOL112W	YOL112W_mRNA	MSB4
YPR018W	YPR018W_mRNA	RLF2
YLL011W	YLL011W_mRNA	SOF1
YGR238C	YGR238C_mRNA	KEL2
YOR228C	YOR228C_mRNA	MCP1
YML048W	YML048W_mRNA	GSF2
YOR388C	YOR388C_mRNA	FDH1
snR6	snR6_snRNA	SNR6
YFR040W	YFR040W_mRNA	SAP155
YPL168W	YPL168W_mRNA	MRX4
tV(AAC)H	tV(AAC)H_tRNA	
YIL120W	YIL120W_mRNA	QDR1
YKR053C	YKR053C_mRNA	YSR3
YBR001C	YBR001C_mRNA	NTH2
YDL150W	YDL150W_mRNA	RPC53
YDR351W	YDR351W_mRNA	SBE2
YIL101C	YIL101C_mRNA	XBP1
YLR329W	YLR329W_mRNA	REC102
tG(CCC)O	tG(CCC)O_tRNA	SUF5
YNL216W	YNL216W_mRNA	RAP1
YLR133W	YLR133W_mRNA	CKI1
YPL105C	YPL105C_mRNA	SYH1
YDR335W	YDR335W_mRNA	MSN5
YOR046C	YOR046C_mRNA	DBP5
YJL136W-A	YJL136W-A_mRNA	
YOR286W	YOR286W_mRNA	RDL2
YKR069W	YKR069W_mRNA	MET1
YGR047C	YGR047C_mRNA	TFC4
YKR059W	YKR059W_mRNA	TIF1
tG(UCC)G	tG(UCC)G_tRNA	SUF4
YMR289W	YMR289W_mRNA	ABZ2
YAL036C	YAL036C_mRNA	RBG1
YDL133W	YDL133W_mRNA	SRF1
YER009W	YER009W_mRNA	NTF2
YBR202W	YBR202W_mRNA	MCM7
YGR216C	YGR216C_mRNA	GPI1
YLL010C	YLL010C_mRNA	PSR1
YNL088W	YNL088W_mRNA	TOP2
YHR061C	YHR061C_mRNA	GIC1
YLR260W	YLR260W_mRNA	LCB5
YIL053W	YIL053W_mRNA	
YBR004C	YBR004C_mRNA	GPI18
YCL016C	YCL016C_mRNA	DCC1
YNL130C	YNL130C_mRNA	CPT1
YMR287C	YMR287C_mRNA	DSS1
YPL108W	YPL108W_mRNA	
YNL153C	YNL153C_mRNA	GIM3
YEL019C	YEL019C_mRNA	MMS21
YDR359C	YDR359C_mRNA	EAF1
YMR320W	YMR320W_mRNA	
YFL016C	YFL016C_mRNA	MDJ1
YDL180W	YDL180W_mRNA	
YLR151C	YLR151C_mRNA	PCD1
YKR033C	YKR033C_mRNA	
YHL019C	YHL019C_mRNA	APM2
YGL188C-A	YGL188C-A_mRNA	
YDR371W	YDR371W_mRNA	CTS2
YBR295W	YBR295W_mRNA	PCA1
YNL186W	YNL186W_mRNA	UBP10
YMR057C	YMR057C_mRNA	
YLR249W	YLR249W_mRNA	YEF3
YER096W	YER096W_mRNA	SHC1
YER017C	YER017C_mRNA	AFG3
YFL058W	YFL058W_mRNA	THI5
YJL064W	YJL064W_mRNA	
YML042W	YML042W_mRNA	CAT2
YDR524C-B	YDR524C-B_mRNA	
YMR298W	YMR298W_mRNA	LIP1
YFL030W	YFL030W_mRNA	AGX1
YGR046W	YGR046W_mRNA	TAM41
YGR099W	YGR099W_mRNA	TEL2
YKR016W	YKR016W_mRNA	
YEL043W	YEL043W_mRNA	
YGL041C	YGL041C_mRNA	
YNR056C	YNR056C_mRNA	BIO5
tA(AGC)M2	tA(AGC)M2_tRNA	
tG(GCC)C	tG(GCC)C_tRNA	SUF16
YPL043W	YPL043W_mRNA	NOP4
YPR190C	YPR190C_mRNA	RPC82
YLR388W	YLR388W_mRNA	RPS29A
YDL003W	YDL003W_mRNA	MCD1
YMR217W	YMR217W_mRNA	GUA1
YLL057C	YLL057C_mRNA	JLP1
YBR122C	YBR122C_mRNA	MRPL36
YDR507C	YDR507C_mRNA	GIN4
YJR077C	YJR077C_mRNA	MIR1
YLR453C	YLR453C_mRNA	RIF2
YAR053W	YAR053W_mRNA	
YGL261C	YGL261C_mRNA	PAU11
YOR302W	YOR302W_mRNA	
snR78	snR78_snoRNA	SNR78
YBR206W	YBR206W_mRNA	
YFL029C	YFL029C_mRNA	CAK1
YMR122C	YMR122C_mRNA	
YOR224C	YOR224C_mRNA	RPB8
YOL146W	YOL146W_mRNA	PSF3
YKR021W	YKR021W_mRNA	ALY1
YBR130C	YBR130C_mRNA	SHE3
YMR105W-A	YMR105W-A_mRNA	
YJL066C	YJL066C_mRNA	MPM1
YHR076W	YHR076W_mRNA	PTC7
YMR085W	YMR085W_mRNA	
YDL018C	YDL018C_mRNA	ERP3
YDR218C	YDR218C_mRNA	SPR28
YLL044W	YLL044W_mRNA	
YGL122C	YGL122C_mRNA	NAB2
YML121W	YML121W_mRNA	GTR1
YLR399C	YLR399C_mRNA	BDF1
YJR031C	YJR031C_mRNA	GEA1
YOR095C	YOR095C_mRNA	RKI1
YAL037C-B	YAL037C-B_mRNA	
YNL023C	YNL023C_mRNA	FAP1
YJL183W	YJL183W_mRNA	MNN11
YGR036C	YGR036C_mRNA	CAX4
YGR147C	YGR147C_mRNA	NAT2
tT(AGU)I1	tT(AGU)I1_tRNA	
tE(UUC)M	tE(UUC)M_tRNA	
YGL011C	YGL011C_mRNA	SCL1
YKR070W	YKR070W_mRNA	
YNL332W	YNL332W_mRNA	THI12
YNR065C	YNR065C_mRNA	YNR065C
YLR335W	YLR335W_mRNA	NUP2
tV(AAC)M1	tV(AAC)M1_tRNA	
YDR379C-A	YDR379C-A_mRNA	SDH6
YLR120C	YLR120C_mRNA	YPS1
YEL069C	YEL069C_mRNA	HXT13
YLR397C	YLR397C_mRNA	AFG2
YLR097C	YLR097C_mRNA	HRT3
YLR230W	YLR230W_mRNA	
YOL150C	YOL150C_mRNA	
tI(UAU)D	tI(UAU)D_tRNA	
YHR018C	YHR018C_mRNA	ARG4
YNL107W	YNL107W_mRNA	YAF9
YAR014C	YAR014C_mRNA	BUD14
YOL089C	YOL089C_mRNA	HAL9
YNL130C-A	YNL130C-A_mRNA	DGR1
YEL057C	YEL057C_mRNA	SDD1
tK(CUU)E2	tK(CUU)E2_tRNA	
YJL034W	YJL034W_mRNA	KAR2
YBL043W	YBL043W_mRNA	ECM13
YOR171C	YOR171C_mRNA	LCB4
YLR410W	YLR410W_mRNA	VIP1
YJR142W	YJR142W_mRNA	
YOL098C	YOL098C_mRNA	SDD3
YDL148C	YDL148C_mRNA	NOP14
YDR152W	YDR152W_mRNA	GIR2
YMR001C	YMR001C_mRNA	CDC5
YMR315W	YMR315W_mRNA	
YOR089C	YOR089C_mRNA	VPS21
YMR218C	YMR218C_mRNA	TRS130
YCR089W	YCR089W_mRNA	FIG2
YDR270W	YDR270W_mRNA	CCC2
YDL207W	YDL207W_mRNA	GLE1
YLR366W	YLR366W_mRNA	
YCR022C	YCR022C_mRNA	
YKL082C	YKL082C_mRNA	RRP14
YJL157C	YJL157C_mRNA	FAR1
YHL007C	YHL007C_mRNA	STE20
YDR374C	YDR374C_mRNA	PHO92
YNR029C	YNR029C_mRNA	
YGR145W	YGR145W_mRNA	ENP2
tP(UGG)O3	tP(UGG)O3_tRNA	
YBR296C-A	YBR296C-A_mRNA	
YDL025C	YDL025C_mRNA	RTK1
YLR287C	YLR287C_mRNA	
YBR205W	YBR205W_mRNA	KTR3
YDL020C	YDL020C_mRNA	RPN4
YJL044C	YJL044C_mRNA	GYP6
YBR255W	YBR255W_mRNA	MTC4
YLR161W	YLR161W_mRNA	
YNL012W	YNL012W_mRNA	SPO1
YHR115C	YHR115C_mRNA	DMA1
YJR103W	YJR103W_mRNA	URA8
YDR058C	YDR058C_mRNA	TGL2
YEL071W	YEL071W_mRNA	DLD3
YIR023W	YIR023W_mRNA	DAL81
YER180C-A	YER180C-A_mRNA	SLO1
YIL029C	YIL029C_mRNA	
YIR036W-A	YIR036W-A_mRNA	
YJR112W	YJR112W_mRNA	NNF1
YOL078W	YOL078W_mRNA	AVO1
YJL129C	YJL129C_mRNA	TRK1
YPR030W	YPR030W_mRNA	CSR2
YGL185C	YGL185C_mRNA	
YGL060W	YGL060W_mRNA	YBP2
YIL076W	YIL076W_mRNA	SEC28
YOL148C	YOL148C_mRNA	SPT20
YPL138C	YPL138C_mRNA	SPP1
YBR109C	YBR109C_mRNA	CMD1
YDR164C	YDR164C_mRNA	SEC1
YDR092W	YDR092W_mRNA	UBC13
YHR043C	YHR043C_mRNA	DOG2
YMR174C	YMR174C_mRNA	PAI3
YBR161W	YBR161W_mRNA	CSH1
YBR131C-A	YBR131C-A_mRNA	
YPR201W	YPR201W_mRNA	ARR3
YJL170C	YJL170C_mRNA	ASG7
YDR099W	YDR099W_mRNA	BMH2
YDL047W	YDL047W_mRNA	SIT4
RDN25-1	RDN25-1_rRNA	RDN25-1
YDL190C	YDL190C_mRNA	UFD2
YPR186C	YPR186C_mRNA	PZF1
YBR221W-A	YBR221W-A_mRNA	
YLR205C	YLR205C_mRNA	HMX1
YER032W	YER032W_mRNA	FIR1
YJL188C	YJL188C_mRNA	BUD19
YOR024W	YOR024W_mRNA	YOR024W
YOR278W	YOR278W_mRNA	HEM4
snR30	snR30_snoRNA	SNR30
YCR003W	YCR003W_mRNA	MRPL32
tG(GCC)D2	tG(GCC)D2_tRNA	
YLR360W	YLR360W_mRNA	VPS38
YIL030W-A	YIL030W-A_mRNA	
YIL008W	YIL008W_mRNA	URM1
YDR525W-A	YDR525W-A_mRNA	SNA2
YNL256W	YNL256W_mRNA	FOL1
YKL138C-A	YKL138C-A_mRNA	HSK3
YDL121C	YDL121C_mRNA	
YDR012W	YDR012W_mRNA	RPL4B
YHL035C	YHL035C_mRNA	VMR1
YJL200C	YJL200C_mRNA	ACO2
YJR136C	YJR136C_mRNA	TTI2
YGL066W	YGL066W_mRNA	SGF73
YDL236W	YDL236W_mRNA	PHO13
YNL318C	YNL318C_mRNA	HXT14
YAL009W	YAL009W_mRNA	SPO7
YOL022C	YOL022C_mRNA	TSR4
YLR245C	YLR245C_mRNA	CDD1
YOR079C	YOR079C_mRNA	ATX2
YNL240C	YNL240C_mRNA	NAR1
YLR241W	YLR241W_mRNA	CSC1
YBR166C	YBR166C_mRNA	TYR1
YPR104C	YPR104C_mRNA	FHL1
YDR087C	YDR087C_mRNA	RRP1
YJR011C	YJR011C_mRNA	
YJR050W	YJR050W_mRNA	ISY1
YAL065C	YAL065C_mRNA	
YLR171W	YLR171W_mRNA	
YJR112W-A	YJR112W-A_mRNA	
YOR091W	YOR091W_mRNA	TMA46
YAL042C-A	YAL042C-A_mRNA	YAL042C-A
YGL212W	YGL212W_mRNA	VAM7
YGL152C	YGL152C_mRNA	
YFL039C	YFL039C_mRNA	ACT1
YGR018C	YGR018C_mRNA	
YHL017W	YHL017W_mRNA	
YKL023C-A	YKL023C-A_mRNA	
YFR003C	YFR003C_mRNA	YPI1
YML047C	YML047C_mRNA	PRM6
YOL051W	YOL051W_mRNA	GAL11
YHR137C-A	YHR137C-A_mRNA	
YML101C-A	YML101C-A_mRNA	YML101C-A
YAL028W	YAL028W_mRNA	FRT2
YLR328W	YLR328W_mRNA	NMA1
YGR215W	YGR215W_mRNA	RSM27
YHR050W-A	YHR050W-A_mRNA	
YAL015C	YAL015C_mRNA	NTG1
YDR342C	YDR342C_mRNA	HXT7
YGR231C	YGR231C_mRNA	PHB2
YOR307C	YOR307C_mRNA	SLY41
YOL007C	YOL007C_mRNA	CSI2
YER154W	YER154W_mRNA	OXA1
YML079W	YML079W_mRNA	
YPL085W	YPL085W_mRNA	SEC16
YLR159W	YLR159W_mRNA	
YPL122C	YPL122C_mRNA	TFB2
YOL165C	YOL165C_mRNA	AAD15
YCL055W	YCL055W_mRNA	KAR4
YML052W	YML052W_mRNA	SUR7
YBR132C	YBR132C_mRNA	AGP2
